klucz,age,height_cm,weight_kg,value_eur,overall
00000273,20,181,70,32000000,81
00005790,24,180,66,1200000,69
00000170,33,170,61,15000000,83
00005502,22,182,70,1500000,69
00004370,29,171,71,2300000,71
00000643,28,184,73,13000000,79
00005407,18,182,70,2200000,69
00009064,27,177,69,725000,66
00002408,36,172,66,1000000,74
00002480,30,180,76,4400000,74
00000431,38,179,75,5000000,80
00002095,24,190,72,7000000,74
00011232,23,178,68,550000,64
00001093,30,184,75,8500000,77
00007753,25,184,77,950000,67
00004793,26,184,82,2200000,70
00003721,28,173,65,3100000,72
00000341,30,171,67,17000000,81
00000301,26,170,70,19500000,81
00004488,28,176,74,2000000,71
00004759,26,192,81,1700000,70
00000058,31,170,68,32000000,86
00004898,28,184,83,1700000,70
00000343,31,180,76,11500000,81
00002174,26,178,70,7000000,74
00004459,24,189,80,2300000,71
00008719,23,191,91,825000,66
00001483,31,175,74,5500000,76
00010024,24,183,75,650000,65
00000204,28,180,68,25500000,83
00002016,28,178,75,6000000,75
00005322,30,175,68,1700000,70
00004814,25,175,70,2200000,70
00002794,33,185,74,1900000,73
00000798,36,191,81,2100000,78
00006276,29,184,76,1100000,69
00005558,23,184,74,1500000,69
00005229,32,180,69,1200000,70
00002471,24,180,74,6000000,74
00000759,27,192,85,8500000,78
00001365,30,192,80,7500000,76
00007084,29,170,69,900000,68
00002020,24,182,81,6500000,75
00000272,28,185,80,19500000,82
00004466,28,177,71,2400000,71
00000906,22,176,72,14500000,77
00011202,23,172,69,625000,64
00003495,30,185,78,2500000,72
00006886,26,180,66,1100000,68
00003556,32,187,82,1900000,72
00005095,32,182,72,1400000,70
00010337,33,183,75,325000,65
00002325,31,180,69,4100000,74
00003973,25,175,71,2800000,71
00004979,37,186,80,350000,70
00005099,29,190,85,1500000,70
00008211,28,177,72,800000,67
00004815,27,170,71,1900000,70
00002013,20,192,91,6500000,75
00002210,20,180,82,6000000,74
00003011,24,183,80,3900000,73
00005684,25,189,81,1200000,69
00002957,31,188,83,3600000,73
00008242,29,171,63,750000,67
00005978,35,191,91,275000,69
00010501,30,171,64,425000,65
00001094,31,173,70,6500000,77
00011811,29,179,70,450000,64
00000679,33,176,74,8000000,79
00003042,33,176,77,1800000,73
00003512,33,187,85,2000000,72
00006794,25,188,85,1100000,68
00004376,31,177,72,2000000,71
00003914,24,178,68,3000000,71
00012071,21,178,70,625000,63
00002524,22,196,94,5500000,73
00008216,32,165,64,475000,67
00012829,28,171,64,375000,63
00013505,24,178,68,350000,62
00007157,28,180,86,775000,68
00009774,21,175,63,750000,65
00001650,22,180,78,7500000,75
00011496,25,178,71,525000,64
00004307,30,187,80,2300000,71
00006124,34,194,80,400000,69
00007455,21,172,62,1200000,67
00009415,30,178,76,525000,66
00007624,22,176,67,950000,67
00004641,23,181,73,2500000,70
00005022,30,171,68,1700000,70
00007899,26,190,76,875000,67
00014659,33,168,64,110000,61
00003348,29,194,94,2900000,72
00005384,29,184,80,1800000,70
00000263,30,184,81,21000000,82
00000016,32,185,81,53000000,89
00013723,32,182,79,240000,62
00001987,29,170,60,6500000,75
00004617,24,187,85,2400000,70
00010332,35,191,89,160000,65
00004690,24,186,77,1800000,70
00015339,28,180,71,210000,60
00017039,25,186,78,120000,57
00000161,28,197,86,22500000,83
00007032,32,194,86,550000,68
00006709,25,177,73,1200000,68
00017331,21,176,68,150000,56
00005618,23,183,80,1300000,69
00011763,28,170,66,450000,64
00004657,21,190,87,2300000,70
00002041,28,179,79,4900000,75
00000006,29,181,70,87000000,91
00015169,21,172,74,275000,60
00000428,26,183,74,17000000,80
00012400,24,178,75,475000,63
00003603,30,168,63,2500000,72
00000916,21,175,69,13000000,77
00000550,22,187,84,16500000,79
00005516,22,185,70,1500000,69
00006098,28,184,72,1000000,69
00009734,22,177,68,750000,65
00002159,25,189,78,6500000,74
00007631,25,191,76,775000,67
00004507,30,178,64,1600000,71
00002269,35,181,78,1800000,74
00010294,28,186,83,525000,65
00008121,31,181,78,500000,67
00007387,22,180,72,1200000,67
00010358,33,188,83,350000,65
00003363,26,171,70,3700000,72
00010120,26,188,77,675000,65
00004105,25,170,63,2900000,71
00015890,21,178,78,200000,59
00000606,33,172,70,8000000,79
00011609,31,188,78,325000,64
00001853,30,179,70,5500000,75
00006304,30,191,84,875000,69
00001875,32,190,80,4300000,75
00002526,22,182,70,6000000,73
00003940,25,184,79,2800000,71
00014506,27,191,70,300000,61
00006277,29,180,76,875000,69
00006644,24,175,73,1100000,68
00004280,31,184,74,1800000,71
00013023,19,175,70,650000,62
00013621,25,180,72,350000,62
00004308,27,175,68,2500000,71
00006805,26,188,77,950000,68
00000063,21,188,83,57000000,85
00005760,24,171,70,1300000,69
00012787,28,186,78,375000,63
00013584,25,179,71,325000,62
00007238,28,183,77,900000,68
00006844,27,185,73,1000000,68
00014411,24,195,90,300000,61
00007560,22,181,77,1100000,67
00006603,23,186,75,1100000,68
00004666,23,181,78,2300000,70
00001310,30,189,84,6000000,76
00005746,26,186,73,1300000,69
00010305,26,185,82,625000,65
00002800,35,191,86,1800000,73
00007922,29,191,81,625000,67
00007064,29,173,64,750000,68
00005316,28,180,78,1800000,70
00009609,19,189,76,825000,65
00012345,23,177,63,450000,63
00008832,25,173,70,775000,66
00008467,19,180,71,1400000,66
00012649,28,185,83,350000,63
00000027,29,187,89,50000000,88
00007874,25,174,68,950000,67
00010491,27,190,91,500000,65
00003906,22,182,74,3300000,71
00004338,28,180,67,2400000,71
00002038,28,180,75,7000000,75
00002213,27,186,82,6000000,74
00000222,23,180,72,26000000,82
00000653,28,178,78,11000000,79
00006093,28,178,84,775000,69
00010673,28,176,71,475000,65
00002001,27,186,80,7000000,75
00004300,30,178,70,1900000,71
00002148,25,176,73,7000000,74
00014507,26,185,80,300000,61
00013182,20,178,69,500000,62
00009868,22,190,80,675000,65
00001252,24,180,79,9500000,76
00000165,29,189,83,24500000,83
00013069,20,179,70,550000,62
00007625,23,182,72,925000,67
00002501,22,194,88,6500000,73
00000007,21,178,73,105500000,90
00010938,21,175,75,725000,64
00008008,33,185,85,350000,67
00003614,28,183,70,3100000,72
00012765,29,187,75,300000,63
00011735,29,171,75,375000,64
00007865,27,191,80,800000,67
00005437,21,176,73,1700000,69
00004008,24,181,73,2800000,71
00009382,30,181,76,500000,66
00004424,30,173,70,2200000,71
00006202,27,196,83,1100000,69
00011473,26,178,71,525000,64
00002921,29,190,90,2800000,73
00005116,30,177,71,1700000,70
00006170,31,178,71,950000,69
00008279,28,172,68,800000,67
00004828,25,173,73,2000000,70
00006132,28,185,78,900000,69
00006772,25,185,82,825000,68
00000045,33,185,80,27000000,87
00014828,19,174,73,450000,60
00014860,20,189,84,325000,60
00011106,23,180,77,650000,64
00006716,23,171,67,1200000,68
00005089,29,168,68,1500000,70
00003541,31,188,87,2000000,72
00017102,18,189,74,200000,56
00011410,26,175,66,475000,64
00014481,25,183,75,275000,61
00002449,28,188,85,6000000,74
00011782,30,180,75,375000,64
00005386,27,177,65,1900000,70
00013803,30,189,90,300000,62
00006470,20,187,86,1100000,68
00017653,20,175,70,140000,55
00017377,21,174,69,120000,56
00009182,32,170,62,500000,66
00005553,23,174,70,1300000,69
00010584,30,175,72,425000,65
00018245,21,167,65,100000,53
00018304,17,168,55,110000,52
00006559,22,191,81,1200000,68
00002195,25,191,83,6000000,74
00007451,21,188,67,1100000,67
00001215,24,178,72,9500000,76
00000727,25,183,77,14000000,78
00009622,20,191,83,975000,65
00015531,18,175,64,325000,59
00017637,18,185,80,140000,55
00006325,28,177,73,1100000,69
00004917,27,193,87,2100000,70
00009057,27,181,76,750000,66
00007958,26,180,73,900000,67
00005946,33,185,84,475000,69
00013796,27,182,74,300000,62
00004499,28,185,79,2400000,71
00012656,26,172,70,425000,63
00003302,26,173,73,3400000,72
00016453,22,183,80,160000,58
00016819,21,193,79,170000,57
00007919,25,182,66,900000,67
00004941,26,176,72,2100000,70
00010825,18,170,61,950000,64
00013494,25,174,72,350000,62
00009561,31,180,66,475000,66
00000123,33,189,89,17000000,84
00009395,30,188,82,500000,66
00007280,34,171,66,450000,68
00002723,26,180,69,4700000,73
00011494,27,191,82,525000,64
00014557,29,181,80,250000,61
00012274,23,178,70,475000,63
00006513,21,200,85,1200000,68
00006015,30,187,87,1000000,69
00007026,29,175,70,850000,68
00008497,20,179,66,1200000,66
00005976,31,185,70,675000,69
00011883,18,174,69,750000,63
00013057,19,187,78,475000,62
00002341,30,183,86,4600000,74
00007469,21,189,87,1200000,67
00003839,19,192,81,3700000,71
00000694,23,178,76,13500000,78
00010424,28,185,84,550000,65
00013404,22,184,76,375000,62
00000189,29,189,88,18500000,83
00008923,27,185,80,700000,66
00000185,29,173,71,21500000,83
00013315,23,185,83,400000,62
00013237,23,186,79,475000,62
00012839,29,185,90,375000,63
00006228,30,183,86,975000,69
00008746,23,183,77,800000,66
00009652,20,179,65,925000,65
00006748,25,177,77,1100000,68
00001095,28,194,85,8000000,77
00011414,26,174,70,550000,64
00003311,23,182,78,3500000,72
00000092,30,183,70,30500000,85
00001612,23,174,64,8000000,75
00012386,25,186,75,425000,63
00005273,32,196,88,1100000,70
00002862,32,185,83,3200000,73
00010978,20,178,71,625000,64
00010045,24,169,68,625000,65
00012615,26,182,74,425000,63
00013070,20,182,72,600000,62
00007011,31,182,76,775000,68
00008833,25,182,75,775000,66
00004827,26,180,74,2200000,70
00003860,23,177,75,3600000,71
00000399,25,190,95,16500000,80
00010568,29,192,86,450000,65
00002465,24,188,77,5500000,74
00003782,20,183,79,3000000,72
00002018,24,190,88,5000000,75
00002011,24,184,77,6500000,75
00002189,25,171,68,7000000,74
00004159,26,170,63,2400000,71
00004767,25,185,78,1700000,70
00010341,34,186,74,200000,65
00003748,24,177,70,3400000,72
00007829,26,183,80,975000,67
00010937,20,174,67,725000,64
00000219,25,186,88,21000000,82
00003474,31,189,75,2700000,72
00001096,30,186,79,8500000,77
00001410,29,174,61,6500000,76
00001858,31,186,71,4900000,75
00002370,30,176,72,5500000,74
00010494,31,183,86,475000,65
00010975,23,171,65,700000,64
00009431,28,173,71,650000,66
00013760,32,189,87,190000,62
00008827,25,186,79,875000,66
00010408,36,190,90,90000,65
00007107,31,177,74,775000,68
00004382,30,180,74,2200000,71
00014179,23,176,67,375000,61
00002918,32,192,78,2400000,73
00012587,27,187,78,375000,63
00004408,28,177,69,2000000,71
00007414,22,177,63,1100000,67
00006121,30,188,80,850000,69
00005045,37,183,73,350000,70
00012795,29,179,71,350000,63
00007875,28,187,73,775000,67
00012838,27,183,71,375000,63
00002555,23,190,78,5000000,73
00006770,26,187,78,1000000,68
00006210,30,174,66,1000000,69
00012433,24,172,64,425000,63
00013805,28,176,69,250000,62
00004407,29,175,64,2400000,71
00001415,32,196,93,6000000,76
00004320,30,177,72,1900000,71
00009078,27,175,67,650000,66
00004342,30,186,75,1900000,71
00006920,37,184,86,90000,68
00008731,24,180,75,900000,66
00006144,31,172,63,925000,69
00000097,28,176,77,38000000,85
00009061,28,188,81,625000,66
00008103,34,176,73,375000,67
00015277,25,187,81,200000,60
00003235,24,181,76,3700000,72
00006665,25,183,82,1100000,68
00000816,32,169,67,8000000,78
00002727,26,161,61,4700000,73
00005588,25,187,84,1100000,69
00002398,30,178,80,4400000,74
00008602,21,184,78,1000000,66
00001286,26,197,82,9500000,76
00010369,31,185,79,475000,65
00013687,31,175,73,275000,62
00007501,23,179,72,1000000,67
00001318,25,185,73,9000000,76
00008837,24,185,78,850000,66
00001953,33,178,69,3900000,75
00001331,26,181,72,8000000,76
00001854,28,185,72,5500000,75
00007236,36,184,81,150000,68
00005733,26,176,70,1200000,69
00007070,28,180,77,800000,68
00004702,25,182,72,2300000,70
00013433,23,183,72,375000,62
00005026,35,188,84,825000,70
00011148,23,180,74,575000,64
00000245,31,185,78,16000000,82
00010983,22,179,65,700000,64
00008293,27,177,72,800000,67
00008930,26,179,74,725000,66
00005885,27,174,77,1000000,69
00012980,18,188,86,575000,62
00001206,22,180,70,11000000,76
00010799,20,174,72,925000,64
00000089,33,190,85,18000000,85
00007081,30,175,65,750000,68
00005961,31,175,76,800000,69
00018181,19,176,65,130000,53
00010444,29,183,79,450000,65
00010384,32,170,65,350000,65
00013317,22,187,78,400000,62
00012503,27,180,70,325000,63
00003455,36,188,81,525000,72
00008118,32,186,81,475000,67
00011551,43,184,82,45000,64
00014976,21,178,70,350000,60
00017049,26,181,80,110000,57
00011840,36,178,85,90000,64
00000996,28,187,80,8500000,77
00009008,26,168,70,775000,66
00004326,29,186,78,2000000,71
00013369,22,174,71,400000,62
00012407,25,191,79,450000,63
00003607,29,182,78,2600000,72
00004413,31,183,80,2100000,71
00006275,28,177,76,1100000,69
00002966,27,182,89,4300000,73
00015775,20,175,70,250000,59
00009150,34,185,87,240000,66
00002568,24,178,75,4100000,73
00008677,24,177,72,900000,66
00002796,34,175,72,1900000,73
00005773,25,172,67,1300000,69
00009555,31,179,79,575000,66
00001607,23,175,71,9000000,75
00002706,28,188,73,3900000,73
00006595,24,183,77,1100000,68
00011559,33,183,82,275000,64
00005771,26,178,69,1200000,69
00009579,19,180,75,1200000,65
00012196,22,172,74,575000,63
00012023,18,178,70,575000,63
00007895,27,179,75,750000,67
00000463,29,188,86,15000000,80
00002808,31,188,82,3000000,73
00011729,39,187,85,45000,64
00001966,31,191,91,6000000,75
00004414,30,178,78,2000000,71
00015194,25,183,75,250000,60
00008074,30,186,88,625000,67
00003288,26,176,72,3400000,72
00012077,19,188,82,625000,63
00000696,23,180,73,15500000,78
00004589,23,177,70,2500000,70
00000116,26,178,74,31500000,84
00003377,27,183,82,3600000,72
00004930,27,177,70,1800000,70
00008193,31,183,84,575000,67
00000556,25,178,73,14000000,79
00000753,28,192,88,10500000,78
00005688,24,188,75,1400000,69
00015652,20,176,74,300000,59
00005699,25,186,88,1200000,69
00000323,35,190,83,4800000,81
00004140,27,177,73,2700000,71
00008888,22,170,79,750000,66
00001394,30,188,79,6500000,76
00005406,20,180,75,2200000,69
00001191,21,166,65,12000000,76
00008987,24,176,69,825000,66
00011793,33,181,77,200000,64
00003445,28,172,73,3100000,72
00013579,24,184,77,375000,62
00006651,25,192,85,1100000,68
00005060,33,172,64,800000,70
00003001,33,170,70,2500000,73
00013630,27,168,70,350000,62
00004756,27,183,90,1600000,70
00005745,26,172,67,1300000,69
00003097,19,185,75,4400000,72
00008063,30,187,76,600000,67
00001603,26,184,79,8000000,75
00002986,29,171,69,3800000,73
00002604,25,173,70,4700000,73
00006543,24,163,66,1100000,68
00006301,29,170,66,1000000,69
00002709,28,185,80,3900000,73
00013375,24,182,77,375000,62
00017617,21,180,75,160000,55
00000105,25,189,76,39500000,84
00004810,26,186,80,2200000,70
00002795,32,183,78,3200000,73
00011373,27,189,81,500000,64
00011966,18,186,72,700000,63
00008024,35,183,74,220000,67
00011370,25,191,83,500000,64
00006989,37,183,82,180000,68
00010451,35,180,74,160000,65
00007712,25,189,79,725000,67
00013843,26,180,70,325000,62
00003586,30,189,85,2500000,72
00005622,24,185,79,1400000,69
00012738,28,174,71,325000,63
00004100,25,184,83,2900000,71
00003503,29,176,72,3000000,72
00002000,31,183,76,4300000,75
00000192,30,192,82,17500000,83
00010100,26,183,73,650000,65
00014112,20,188,80,450000,61
00000098,29,163,59,37500000,85
00016029,29,189,83,110000,59
00004127,27,188,80,2800000,71
00012169,22,178,75,500000,63
00002238,25,169,67,6500000,74
00011424,25,184,75,550000,64
00013383,23,175,70,425000,62
00017256,21,185,74,130000,56
00011321,27,191,95,400000,64
00010366,32,180,76,350000,65
00001884,29,180,79,6500000,75
00014265,22,192,82,325000,61
00010304,27,172,79,550000,65
00003459,31,185,77,2800000,72
00011614,28,170,68,450000,64
00002144,24,183,77,7000000,74
00005477,21,176,70,1700000,69
00008058,30,187,88,625000,67
00018645,19,182,70,60000,51
00012403,24,175,75,475000,63
00014161,20,191,80,375000,61
00010059,24,191,88,625000,65
00000385,24,187,88,18000000,80
00002315,31,189,90,4200000,74
00009205,31,191,89,425000,66
00007835,26,190,83,675000,67
00000599,34,186,75,4700000,79
00004262,31,193,88,2100000,71
00003913,21,190,86,3100000,71
00012366,23,187,78,450000,63
00013225,21,175,74,500000,62
00018092,18,172,64,120000,53
00013224,20,180,70,450000,62
00012882,27,178,73,325000,63
00011636,35,193,80,140000,64
00002726,26,188,85,4600000,73
00011938,20,186,82,800000,63
00013246,22,178,72,450000,62
00011163,24,190,82,650000,64
00007192,33,184,86,425000,68
00000787,37,174,74,3700000,78
00001470,30,188,80,6000000,76
00003479,32,189,84,2000000,72
00006495,24,178,72,1200000,68
00007762,26,175,72,925000,67
00002690,26,185,83,4300000,73
00003883,22,179,75,3500000,71
00013326,21,182,71,400000,62
00005305,28,182,77,1800000,70
00005281,29,181,75,1700000,70
00005122,30,186,75,1400000,70
00000101,22,174,81,44500000,84
00000704,22,175,70,13500000,78
00001183,24,183,78,11000000,76
00002034,27,179,76,7000000,75
00011177,24,193,83,475000,64
00017216,20,184,86,190000,56
00009757,21,184,80,775000,65
00001678,26,169,70,7500000,75
00000001,33,170,72,67500000,93
00000655,29,186,80,11000000,79
00000039,34,172,66,24500000,87
00001057,34,166,68,4300000,77
00003150,24,191,82,3300000,72
00014986,22,191,84,325000,60
00004847,27,185,86,1900000,70
00014647,29,180,72,210000,61
00015126,23,194,88,275000,60
00006485,23,178,75,1300000,68
00005562,23,189,83,1300000,69
00006179,29,174,77,875000,69
00010416,30,188,74,500000,65
00011391,25,171,75,500000,64
00007364,20,171,72,1400000,67
00010085,27,191,85,475000,65
00014721,19,183,75,450000,60
00007379,21,185,80,1300000,67
00009281,34,177,77,325000,66
00012733,31,183,78,325000,63
00006430,21,173,63,1300000,68
00000236,25,188,84,26500000,82
00011909,19,178,75,725000,63
00000978,25,175,68,10000000,77
00015341,26,180,80,240000,60
00012723,28,183,78,325000,63
00007652,25,174,74,900000,67
00004576,20,174,78,2900000,70
00008401,28,187,82,675000,67
00005443,20,185,81,1700000,69
00007559,23,174,68,950000,67
00013406,23,181,73,425000,62
00003996,25,184,76,2700000,71
00011727,31,175,70,350000,64
00000533,24,186,77,17000000,79
00009948,23,195,95,750000,65
00006181,28,177,77,925000,69
00015634,22,178,72,275000,59
00004177,38,192,86,240000,71
00008864,25,179,72,825000,66
00012080,20,180,70,600000,63
00012736,31,187,84,275000,63
00008775,23,182,70,875000,66
00011554,32,191,79,300000,64
00003147,23,189,84,4600000,72
00005873,28,180,75,1000000,69
00013204,21,188,74,450000,62
00012385,26,194,89,350000,63
00004665,22,177,68,2500000,70
00012698,38,189,90,35000,63
00009719,22,173,60,775000,65
00002776,34,175,70,2000000,73
00002426,29,175,75,4800000,74
00012743,29,178,72,300000,63
00008901,24,178,67,850000,66
00009876,22,182,78,675000,65
00001535,23,173,70,10000000,75
00012387,25,194,82,375000,63
00002811,36,185,90,675000,73
00000824,29,177,76,8500000,78
00001893,35,168,71,3100000,75
00003192,23,168,64,4300000,72
00002126,26,167,67,6500000,74
00014532,29,188,87,200000,61
00001628,25,182,84,8000000,75
00011381,26,186,80,575000,64
00005780,27,190,82,1100000,69
00004242,35,187,82,725000,71
00011159,22,180,67,575000,64
00010194,26,185,85,575000,65
00011170,24,186,82,625000,64
00007617,24,190,81,950000,67
00000067,24,183,75,51500000,85
00005546,24,188,78,1300000,69
00016279,21,193,86,210000,58
00005126,31,184,80,1300000,70
00008736,22,182,72,825000,66
00001090,29,185,75,6500000,77
00011612,30,178,69,425000,64
00000308,24,181,75,19000000,81
00010110,25,178,67,600000,65
00008443,18,180,74,1300000,66
00011710,32,174,68,350000,64
00001471,33,181,74,3600000,76
00002556,22,171,63,5500000,73
00001294,29,187,84,6500000,76
00011313,24,177,68,525000,64
00012998,20,175,66,675000,62
00004304,29,196,88,2000000,71
00014286,24,179,75,350000,61
00000851,27,186,75,11000000,78
00007316,18,180,74,1500000,67
00003411,28,185,88,3000000,72
00000456,31,181,80,13000000,80
00002572,24,167,60,5500000,73
00008904,22,175,81,850000,66
00015141,23,180,74,275000,60
00014489,27,179,75,275000,61
00004909,28,191,91,1500000,70
00007411,21,168,66,1200000,67
00011298,25,180,75,575000,64
00008110,28,184,78,800000,67
00002385,30,183,75,4600000,74
00001241,23,185,83,9500000,76
00007973,36,186,77,160000,67
00003116,22,183,70,4400000,72
00000747,25,172,67,13000000,78
00009927,24,175,69,750000,65
00009645,22,186,80,850000,65
00004560,21,188,80,2800000,70
00003209,23,164,60,4200000,72
00008918,25,180,80,800000,66
00013558,26,194,77,275000,62
00010598,29,181,79,550000,65
00003280,25,177,73,3400000,72
00005313,29,173,74,1500000,70
00009288,31,180,73,475000,66
00007591,23,183,80,925000,67
00013292,23,195,81,350000,62
00013717,29,188,84,250000,62
00008714,23,198,94,675000,66
00004737,25,186,79,2300000,70
00007851,26,186,70,800000,67
00012054,21,178,69,625000,63
00001472,28,172,73,8000000,76
00007404,23,188,83,975000,67
00003340,26,185,78,2700000,72
00017169,18,190,83,190000,56
00001489,28,178,75,6500000,76
00000833,30,185,80,8500000,78
00011220,24,182,70,550000,64
00004263,35,171,68,675000,71
00000493,20,171,63,16500000,80
00003193,24,178,71,4300000,72
00011119,23,175,73,625000,64
00005185,27,177,78,1900000,70
00002890,30,188,90,3900000,73
00005293,28,190,76,1800000,70
00010551,26,186,75,400000,65
00016032,29,180,76,130000,59
00002759,31,180,70,3500000,73
00005929,41,185,80,0,69
00012181,23,173,64,575000,63
00010569,30,177,73,425000,65
00015602,20,184,85,300000,59
00016977,24,175,64,140000,57
00002442,27,180,70,6000000,74
00011631,31,187,81,325000,64
00007176,29,186,76,900000,68
00013599,27,187,72,325000,62
00005173,32,177,67,1300000,70
00006598,22,173,63,1200000,68
00012523,25,188,81,350000,63
00008954,25,174,60,800000,66
00002910,33,180,76,1800000,73
00000859,27,181,71,11000000,78
00003031,24,175,75,4400000,73
00009116,27,189,88,650000,66
00005020,34,181,76,675000,70
00012444,25,174,74,450000,63
00004749,23,180,77,2400000,70
00003766,20,180,69,3500000,72
00010127,26,188,88,600000,65
00012863,30,182,77,350000,63
00007905,27,171,70,850000,67
00007227,28,183,76,775000,68
00007692,25,180,75,900000,67
00014564,37,193,88,25000,61
00004225,31,185,75,1700000,71
00016039,26,180,72,170000,59
00018043,26,181,77,80000,54
00007929,29,188,82,725000,67
00013426,23,168,64,425000,62
00006317,33,189,87,575000,69
00015155,23,179,73,300000,60
00004567,21,178,72,2900000,70
00002461,28,183,77,4900000,74
00007228,30,190,81,600000,68
00018297,28,191,80,60000,53
00018054,31,184,78,50000,54
00016164,21,188,78,275000,58
00010073,25,184,74,625000,65
00014517,29,188,78,240000,61
00015440,31,180,72,150000,60
00011392,25,175,69,575000,64
00016586,35,194,97,35000,58
00009249,33,185,79,300000,66
00003236,24,174,74,4200000,72
00000363,28,188,83,18500000,81
00005341,20,188,85,1700000,70
00008838,24,186,68,775000,66
00004860,27,193,89,1900000,70
00003115,22,175,67,4800000,72
00005909,26,174,65,1200000,69
00004923,26,192,80,2100000,70
00000125,33,179,78,15000000,84
00001955,28,178,72,5500000,75
00001161,20,183,77,7000000,77
00007677,24,188,75,925000,67
00000201,27,174,70,27000000,83
00000645,31,180,73,11500000,79
00006776,26,187,79,1000000,68
00006252,24,181,75,800000,69
00001485,32,175,71,4800000,76
00000678,20,176,73,14500000,79
00000080,27,183,74,44000000,85
00003025,20,177,72,4000000,73
00004368,31,183,75,1800000,71
00006139,28,175,68,900000,69
00008543,22,191,82,950000,66
00002244,26,175,68,6500000,74
00002813,35,171,62,1100000,73
00003786,29,176,67,3000000,72
00005936,34,175,68,400000,69
00000915,23,187,80,12000000,77
00000455,32,187,78,9500000,80
00008782,23,171,64,875000,66
00003210,23,169,60,4300000,72
00002506,20,178,69,6000000,73
00009044,28,170,68,650000,66
00011712,30,180,76,375000,64
00014428,28,184,85,230000,61
00014392,23,178,78,300000,61
00002515,23,185,76,6000000,73
00002653,27,185,79,4400000,73
00003590,31,174,78,2200000,72
00000710,24,187,91,13000000,78
00009352,29,182,75,550000,66
00002992,27,173,61,3600000,73
00012802,30,178,74,300000,63
00013808,32,188,75,180000,62
00008229,32,175,75,475000,67
00007789,25,168,59,950000,67
00016463,24,173,70,140000,58
00015972,26,179,69,170000,59
00004131,28,187,79,2000000,71
00011701,33,177,74,275000,64
00017022,25,175,71,120000,57
00008081,30,182,77,625000,67
00011575,32,184,83,300000,64
00000783,26,174,63,12000000,78
00007237,30,182,75,700000,68
00003496,36,165,69,1100000,72
00006058,28,178,80,1100000,69
00009529,31,186,84,425000,66
00012127,22,179,77,525000,63
00004538,21,176,72,3100000,70
00007441,22,194,82,1100000,67
00007510,22,180,69,1100000,67
00002797,36,194,86,675000,73
00000822,30,178,82,10000000,78
00000392,24,175,74,18000000,80
00004724,25,180,71,2100000,70
00000251,31,192,83,20000000,82
00000580,26,184,74,13500000,79
00010468,33,182,81,325000,65
00006320,33,193,85,575000,69
00003574,29,179,64,3000000,72
00001441,31,186,80,6000000,76
00004608,23,176,73,2300000,70
00005190,30,180,78,1500000,70
00011627,27,181,77,475000,64
00006809,26,186,78,1100000,68
00005444,20,185,74,1600000,69
00005703,25,186,78,1200000,69
00007941,26,173,68,775000,67
00003292,26,188,81,3400000,72
00004056,26,181,79,2600000,71
00008272,28,179,76,800000,67
00012921,36,185,78,70000,63
00007124,29,175,68,875000,68
00001996,29,162,65,6500000,75
00005213,27,176,63,1900000,70
00002349,31,176,73,4900000,74
00010396,33,180,79,275000,65
00010390,32,188,80,350000,65
00014062,20,189,84,425000,61
00016572,26,196,80,150000,58
00008032,30,193,80,625000,67
00008845,23,193,89,650000,66
00008122,29,180,80,750000,67
00002231,25,184,80,6500000,74
00003720,29,178,81,3000000,72
00009115,27,176,70,725000,66
00006571,23,178,64,1200000,68
00010188,26,178,77,575000,65
00003305,24,181,81,3900000,72
00005084,33,183,77,850000,70
00008702,23,187,81,825000,66
00004072,28,194,82,2100000,71
00007335,19,183,68,1500000,67
00008069,29,189,84,550000,67
00008783,23,181,75,875000,66
00001980,30,174,66,5500000,75
00000574,29,193,85,10000000,79
00004916,28,193,90,1700000,70
00011377,25,182,78,500000,64
00011521,36,173,73,140000,64
00001503,19,183,67,11500000,75
00003916,24,168,72,3200000,71
00009248,33,174,70,325000,66
00009909,24,180,76,750000,65
00004956,28,175,73,1800000,70
00001337,27,183,83,9000000,76
00010368,32,193,89,350000,65
00007168,27,178,70,950000,68
00001785,32,188,79,4400000,75
00000120,27,181,68,32000000,84
00010090,26,182,75,675000,65
00002107,25,187,83,7000000,74
00008953,25,185,70,800000,66
00004002,25,182,80,2700000,71
00005504,20,182,75,1500000,69
00015785,23,188,83,240000,59
00007621,23,181,71,925000,67
00001378,33,180,78,3600000,76
00002120,23,178,74,7500000,74
00017192,18,178,73,180000,56
00000725,26,187,80,12000000,78
00004301,31,183,75,1700000,71
00010624,30,170,69,500000,65
00001580,23,182,81,8500000,75
00009665,22,178,69,900000,65
00009703,22,193,80,800000,65
00009500,34,180,67,275000,66
00008777,24,183,76,875000,66
00001505,20,174,63,12000000,75
00006509,23,184,74,1200000,68
00007983,41,184,80,80000,67
00002316,31,175,68,4900000,74
00012496,24,165,62,475000,63
00003529,35,183,76,950000,72
00000664,32,170,69,8000000,79
00001568,22,179,64,8500000,75
00008686,23,183,69,925000,66
00007193,33,180,76,575000,68
00011299,24,177,65,600000,64
00007842,26,175,72,825000,67
00015453,29,178,79,200000,60
00003669,30,186,84,2500000,72
00002553,21,177,75,5500000,73
00009871,22,190,75,700000,65
00006588,23,185,82,1100000,68
00008405,31,187,90,500000,67
00003868,23,185,83,3200000,71
00001611,24,184,78,9000000,75
00005046,31,184,72,1600000,70
